,pVal,phase,peak.shape,period,diel
Bicosoecida_K12811,0.187341274934094,12,4,24,NO
Chlorophyta_K14005,0.187341274934094,12,8,24,NO
Dinophyta_K05805,0.187409186348807,12,16,24,NO
Bacillariophyta_K15224,0.187409186348807,4,20,24,NO
Bacillariophyta_K08806,0.187409186348807,16,8,24,NO
Haptophyta_K06115,0.187409186348807,24,12,24,NO
Ochrophyta_K00162,0.187409186348807,12,16,24,NO
Ochrophyta_K02078,0.187409186348807,16,8,24,NO
Rhodophyta_K02319,0.187409186348807,12,16,24,NO
Bacillariophyta_K01930,0.187530212308744,4,8,24,NO
Bacillariophyta_K01049,0.187530212308744,8,16,24,NO
Dinophyta_K00244,0.187824876878579,16,8,24,NO
Dinophyta_K03246,0.187824876878579,16,16,24,NO
Bacillariophyta_K14435,0.187824876878579,4,8,24,NO
Bicosoecida_K14573,0.187824876878579,16,8,24,NO
Chlorarachniophyta_K03727,0.187824876878579,16,8,24,NO
Chlorophyta_K00611,0.187824876878579,8,8,24,NO
Chlorophyta_K14803,0.187824876878579,4,16,24,NO
Cryptophyta_K03937,0.187824876878579,12,16,24,NO
Haptophyta_K17655,0.187824876878579,12,16,24,NO
Ochrophyta_K01562,0.187824876878579,20,16,24,NO
Rhodophyta_K12397,0.187824876878579,12,16,24,NO
Rhodophyta_K10661,0.187824876878579,16,8,24,NO
Euglenozoa_K13201,0.18816921341453,4,4,24,NO
Glaucophyta_K09060,0.18816921341453,12,8,24,NO
Glaucophyta_K14432,0.18816921341453,12,8,24,NO
Haptophyta_K07250,0.18816921341453,24,4,24,NO
Sarcomastigophora_K10798,0.18816921341453,4,16,24,NO
Sarcomastigophora_K00554,0.18816921341453,4,4,24,NO
Sarcomastigophora_K00950,0.18816921341453,4,4,24,NO
Sarcomastigophora_K02227,0.18816921341453,4,4,24,NO
Sarcomastigophora_K02233,0.18816921341453,4,4,24,NO
Sarcomastigophora_K02860,0.18816921341453,4,4,24,NO
Sarcomastigophora_K02884,0.18816921341453,4,4,24,NO
Sarcomastigophora_K02959,0.18816921341453,4,4,24,NO
Sarcomastigophora_K03699,0.18816921341453,4,4,24,NO
Rhodophyta_K12495,0.188318717286346,8,8,24,NO
Dinophyta_K07219,0.18836541965744,20,16,24,NO
Chlorarachniophyta_K00234,0.18836541965744,20,12,24,NO
Chlorarachniophyta_K00239,0.18836541965744,20,12,24,NO
Chlorarachniophyta_K00278,0.18836541965744,20,12,24,NO
Chlorophyta_K06129,0.18836541965744,24,8,24,NO
Chlorophyta_K13787,0.18836541965744,8,12,24,NO
Ochrophyta_K00535,0.18836541965744,12,12,24,NO
Ochrophyta_K02359,0.18836541965744,8,8,24,NO
Rhodophyta_K03797,0.18836541965744,8,16,24,NO
Chromerida_K06158,0.188424179674884,8,12,24,NO
Bacillariophyta_K12385,0.188424179674884,8,12,24,NO
Bacillariophyta_K09989,0.188424179674884,8,12,24,NO
Bicosoecida_K05647,0.188424179674884,20,12,24,NO
Chlorarachniophyta_K10392,0.188424179674884,8,12,24,NO
Chlorarachniophyta_K07126,0.188424179674884,8,12,24,NO
Chlorophyta_K02209,0.188424179674884,8,12,24,NO
Chlorophyta_K06184,0.188424179674884,8,12,24,NO
Chlorophyta_K00858,0.188424179674884,8,12,24,NO
Chlorophyta_K11175,0.188424179674884,8,12,24,NO
Chlorophyta_K03846,0.188424179674884,8,12,24,NO
Chlorophyta_K03646,0.188424179674884,8,12,24,NO
Chlorophyta_K03293,0.188424179674884,20,12,24,NO
Chlorophyta_K06929,0.188424179674884,8,12,24,NO
Cryptophyta_K14489,0.188424179674884,8,12,24,NO
Cryptophyta_K00962,0.188424179674884,8,12,24,NO
Cryptophyta_K00649,0.188424179674884,8,12,24,NO
Cryptophyta_K07664,0.188424179674884,8,12,24,NO
Glaucophyta_K00819,0.188424179674884,20,12,24,NO
Haptophyta_K03470,0.188424179674884,8,12,24,NO
Haptophyta_K10909,0.188424179674884,8,12,24,NO
Haptophyta_K03646,0.188424179674884,8,12,24,NO
Haptophyta_K00966,0.188424179674884,8,12,24,NO
Ochrophyta_K15377,0.188424179674884,8,12,24,NO
Ochrophyta_K05648,0.188424179674884,8,12,24,NO
Ochrophyta_K07735,0.188424179674884,20,12,24,NO
Ochrophyta_K03646,0.188424179674884,8,12,24,NO
Ochrophyta_K12948,0.188424179674884,20,12,24,NO
Rhodophyta_K00077,0.188424179674884,8,12,24,NO
Rhodophyta_K01362,0.188424179674884,8,12,24,NO
Dinophyta_K00849,0.188796142256339,4,12,24,NO
Bacillariophyta_K10609,0.188796142256339,12,12,24,NO
Bacillariophyta_K10012,0.188796142256339,12,12,24,NO
Bacillariophyta_K07112,0.188796142256339,24,12,24,NO
Bacillariophyta_K17214,0.188796142256339,12,12,24,NO
Bicosoecida_K04445,0.188796142256339,24,12,24,NO
Bicosoecida_K01873,0.188796142256339,24,12,24,NO
Cercozoa_K02962,0.188796142256339,12,12,24,NO
Chlorophyta_K07025,0.188796142256339,24,12,24,NO
Chlorophyta_K08197,0.188796142256339,16,12,24,NO
Cryptophyta_K03347,0.188796142256339,12,12,24,NO
Haptophyta_K08197,0.188796142256339,16,12,24,NO
Rhodophyta_K00605,0.188796142256339,16,12,24,NO
Dinophyta_K15003,0.188833257802389,16,16,24,NO
Bacillariophyta_K13856,0.188833257802389,8,16,24,NO
Bacillariophyta_K13951,0.188833257802389,8,8,24,NO
Bacillariophyta_K15032,0.188833257802389,8,8,24,NO
Bacillariophyta_K03860,0.188833257802389,8,16,24,NO
Bicosoecida_K13103,0.188833257802389,24,8,24,NO
Cercozoa_K01880,0.188833257802389,8,8,24,NO
Cercozoa_K15692,0.188833257802389,24,8,24,NO
Cercozoa_K15704,0.188833257802389,24,8,24,NO
Chlorophyta_K06119,0.188833257802389,24,8,24,NO
Cryptophyta_K15277,0.188833257802389,8,8,24,NO
Euglenozoa_K14963,0.188833257802389,8,8,24,NO
Euglenozoa_K02230,0.188833257802389,8,16,24,NO
Euglenozoa_K03654,0.188833257802389,8,16,24,NO
Euglenozoa_K10730,0.188833257802389,8,16,24,NO
Euglenozoa_K10899,0.188833257802389,8,16,24,NO
Euglenozoa_K10902,0.188833257802389,8,16,24,NO
Euglenozoa_K02426,0.188833257802389,8,16,24,NO
Euglenozoa_K03517,0.188833257802389,8,16,24,NO
Haptophyta_K09691,0.188833257802389,8,16,24,NO
Haptophyta_K03630,0.188833257802389,24,8,24,NO
Haptophyta_K05724,0.188833257802389,24,8,24,NO
Ochrophyta_K11231,0.188833257802389,24,8,24,NO
Ochrophyta_K17743,0.188833257802389,24,8,24,NO
Ochrophyta_K11101,0.188833257802389,8,16,24,NO
Rhodophyta_K11262,0.188833257802389,8,16,24,NO
Rhodophyta_K06867,0.188833257802389,8,16,24,NO
Rhodophyta_K01051,0.188833257802389,8,8,24,NO
Sarcomastigophora_K05732,0.188833257802389,8,16,24,NO
Dinophyta_K11480,0.188952334411035,8,12,24,NO
Sarcomastigophora_K14685,0.188952334411035,20,12,24,NO
Dinophyta_K08847,0.189090332507192,12,12,24,NO
Bacillariophyta_K09842,0.189090332507192,24,20,24,NO
Cercozoa_K02965,0.189090332507192,24,12,24,NO
Chlorophyta_K02872,0.189090332507192,4,12,24,NO
Cryptophyta_K15110,0.189090332507192,4,12,24,NO
Dinophyta_K12443,0.189199915807596,16,8,24,NO
Chromerida_K03083,0.189199915807596,16,4,24,NO
Chromerida_K10393,0.189199915807596,12,8,24,NO
Bacillariophyta_K10699,0.189199915807596,20,16,24,NO
Bacillariophyta_K11323,0.189199915807596,8,4,24,NO
Bacillariophyta_K04648,0.189199915807596,12,8,24,NO
Bacillariophyta_K08618,0.189199915807596,8,12,24,NO
Cercozoa_K00921,0.189199915807596,8,12,24,NO
Chlorophyta_K02109,0.189199915807596,8,16,24,NO
Rhodophyta_K03741,0.189199915807596,4,16,24,NO
Dinophyta_K12405,0.189237122712996,20,16,24,NO
Dinophyta_K01342,0.189237122712996,4,20,24,NO
Dinophyta_K01253,0.189237122712996,24,20,24,NO
Dinophyta_K10719,0.189237122712996,24,20,24,NO
Dinophyta_K10771,0.189237122712996,16,20,24,NO
Chlorophyta_K02003,0.189237122712996,8,12,24,NO
Cryptophyta_K08678,0.189237122712996,8,12,24,NO
Rhodophyta_K00525,0.189237122712996,8,16,24,NO
Rhodophyta_K10807,0.189237122712996,8,16,24,NO
Sarcomastigophora_K15408,0.189237122712996,8,16,24,NO
Dinophyta_K09553,0.189254017022826,16,4,24,NO
Dinophyta_K00083,0.189254017022826,24,20,24,NO
Dinophyta_K17091,0.189254017022826,12,12,24,NO
Dinophyta_K13703,0.189254017022826,12,4,24,NO
Bacillariophyta_K04523,0.189254017022826,16,12,24,NO
Bacillariophyta_K05545,0.189254017022826,12,4,24,NO
Bacillariophyta_K14695,0.189254017022826,16,4,24,NO
Chlorophyta_K00011,0.189254017022826,12,4,24,NO
Chlorophyta_K02528,0.189254017022826,12,4,24,NO
Cryptophyta_K14589,0.189254017022826,24,20,24,NO
Cryptophyta_K00053,0.189254017022826,16,4,24,NO
Euglenozoa_K02615,0.189254017022826,24,12,24,NO
Glaucophyta_K03678,0.189254017022826,4,20,24,NO
Sarcomastigophora_K01279,0.189254017022826,24,20,24,NO
Dinophyta_K07830,0.189375812749049,4,12,24,NO
Dinophyta_K10801,0.189375812749049,12,16,24,NO
Chlorophyta_K16012,0.189375812749049,4,8,24,NO
Cryptophyta_K04417,0.189375812749049,4,4,24,NO
Sarcomastigophora_K01203,0.189375812749049,24,20,24,NO
Sarcomastigophora_K12047,0.189375812749049,24,20,24,NO
Sarcomastigophora_K12316,0.189375812749049,24,20,24,NO
Bacillariophyta_K12495,0.189556452745187,8,16,24,NO
Chlorophyta_K15307,0.189556452745187,24,16,24,NO
Cryptophyta_K10599,0.189556452745187,20,16,24,NO
Haptophyta_K16897,0.189556452745187,24,16,24,NO
Dinophyta_K05625,0.189579022283795,12,16,24,NO
Bicosoecida_K12401,0.189579022283795,4,8,24,NO
Chlorophyta_K02445,0.189579022283795,4,8,24,NO
Cryptophyta_K14692,0.189579022283795,12,16,24,NO
Glaucophyta_K14437,0.189579022283795,12,16,24,NO
Rhodophyta_K12847,0.189579022283795,12,16,24,NO
Bacillariophyta_K00528,0.189695092603939,4,12,24,NO
Bacillariophyta_K02978,0.189695092603939,24,16,24,NO
Bicosoecida_K14848,0.189695092603939,4,8,24,NO
Chlorophyta_K02501,0.189695092603939,12,12,24,NO
Cryptophyta_K04646,0.189695092603939,12,8,24,NO
Cryptophyta_K12662,0.189695092603939,24,12,24,NO
Ochrophyta_K17299,0.189695092603939,24,16,24,NO
Rhodophyta_K00069,0.189695092603939,8,12,24,NO
Chlorarachniophyta_K09578,0.189752745263851,12,16,24,NO
Chlorophyta_K12741,0.189752745263851,12,12,24,NO
Cryptophyta_K06096,0.189752745263851,12,16,24,NO
Cryptophyta_K10707,0.189752745263851,12,16,24,NO
Sarcomastigophora_K05109,0.189752745263851,12,12,24,NO
Dinophyta_K17409,0.189802641304849,4,20,24,NO
Chromerida_K03862,0.189802641304849,24,4,24,NO
Chromerida_K13071,0.189802641304849,24,4,24,NO
Chromerida_K02725,0.189802641304849,16,20,24,NO
Chromerida_K02728,0.189802641304849,16,20,24,NO
Chromerida_K02729,0.189802641304849,16,20,24,NO
Chromerida_K02868,0.189802641304849,16,20,24,NO
Chromerida_K02931,0.189802641304849,16,20,24,NO
Chromerida_K03432,0.189802641304849,16,20,24,NO
Bacillariophyta_K12767,0.189802641304849,24,4,24,NO
Bacillariophyta_K03098,0.189802641304849,24,4,24,NO
Bicosoecida_K00688,0.189802641304849,24,4,24,NO
Bicosoecida_K15743,0.189802641304849,4,20,24,NO
Cercozoa_K01362,0.189802641304849,24,4,24,NO
Cercozoa_K14411,0.189802641304849,24,4,24,NO
Chlorophyta_K15595,0.189802641304849,12,4,24,NO
Chlorophyta_K05290,0.189802641304849,24,4,24,NO
Chlorophyta_K14435,0.189802641304849,4,20,24,NO
Chlorophyta_K02055,0.189802641304849,24,4,24,NO
Chlorophyta_K02479,0.189802641304849,24,4,24,NO
Chlorophyta_K13884,0.189802641304849,4,20,24,NO
Cryptophyta_K17507,0.189802641304849,12,4,24,NO
Cryptophyta_K08479,0.189802641304849,16,20,24,NO
Cryptophyta_K13694,0.189802641304849,16,20,24,NO
Glaucophyta_K02146,0.189802641304849,24,4,24,NO
Haptophyta_K00930,0.189802641304849,4,20,24,NO
Haptophyta_K01963,0.189802641304849,24,4,24,NO
Haptophyta_K10369,0.189802641304849,12,4,24,NO
Haptophyta_K11757,0.189802641304849,24,4,24,NO
Haptophyta_K06074,0.189802641304849,24,4,24,NO
Haptophyta_K16370,0.189802641304849,24,4,24,NO
Ochrophyta_K03065,0.189802641304849,24,4,24,NO
Ochrophyta_K10085,0.189802641304849,24,4,24,NO
Rhodophyta_K11324,0.189802641304849,12,4,24,NO
Rhodophyta_K00943,0.189802641304849,24,4,24,NO
Rhodophyta_K14400,0.189802641304849,4,20,24,NO
Sarcomastigophora_K13254,0.189802641304849,24,4,24,NO
Sarcomastigophora_K02613,0.189802641304849,4,20,24,NO
Chlorophyta_K03110,0.189977393910736,4,16,24,NO
Rhodophyta_K00942,0.190118511554575,8,16,24,NO
Dinophyta_K02133,0.190421466825174,24,12,24,NO
Bacillariophyta_K08195,0.190421466825174,12,16,24,NO
Cryptophyta_K14573,0.190421466825174,20,8,24,NO
Cryptophyta_K01067,0.190421466825174,8,8,24,NO
Cryptophyta_K12417,0.190421466825174,8,8,24,NO
Cryptophyta_K08669,0.190421466825174,12,16,24,NO
Glaucophyta_K08764,0.190421466825174,8,8,24,NO
Bacillariophyta_K13102,0.190500019219915,8,16,24,NO
Bacillariophyta_K14410,0.190500019219915,8,12,24,NO
Bicosoecida_K02904,0.190500019219915,12,12,24,NO
Cercozoa_K02350,0.190500019219915,8,20,24,NO
Chlorophyta_K01616,0.190500019219915,4,12,24,NO
Chlorophyta_K06182,0.190500019219915,12,12,24,NO
Chlorophyta_K11804,0.190500019219915,8,12,24,NO
Chlorophyta_K01900,0.190500019219915,24,16,24,NO
Chlorophyta_K01903,0.190500019219915,24,16,24,NO
Chlorophyta_K15643,0.190500019219915,12,20,24,NO
Euglenozoa_K07977,0.190500019219915,4,4,24,NO
Glaucophyta_K13094,0.190500019219915,12,12,24,NO
Glaucophyta_K08568,0.190500019219915,24,16,24,NO
Haptophyta_K03536,0.190500019219915,8,4,24,NO
Haptophyta_K01770,0.190500019219915,8,12,24,NO
Haptophyta_K12506,0.190500019219915,8,12,24,NO
Ochrophyta_K03215,0.190500019219915,8,20,24,NO
Ochrophyta_K00495,0.190500019219915,12,20,24,NO
Ochrophyta_K13407,0.190500019219915,12,20,24,NO
Ochrophyta_K15402,0.190500019219915,12,20,24,NO
Rhodophyta_K07943,0.190500019219915,24,4,24,NO
Sarcomastigophora_K05515,0.190500019219915,8,12,24,NO
Sarcomastigophora_K07655,0.190500019219915,8,12,24,NO
Dinophyta_K01964,0.190819776609127,16,8,24,NO
Dinophyta_K09042,0.190819776609127,20,16,24,NO
Glaucophyta_K06324,0.190819776609127,16,8,24,NO
Glaucophyta_K10587,0.190819776609127,20,20,24,NO
Chlorarachniophyta_K13127,0.190977609666956,20,20,24,NO
Chlorophyta_K14573,0.190977609666956,16,12,24,NO
Chlorophyta_K11726,0.190977609666956,16,4,24,NO
Chlorophyta_K10600,0.190977609666956,20,20,24,NO
Haptophyta_K14406,0.190977609666956,4,12,24,NO
Bicosoecida_K12591,0.191113795236168,4,8,24,NO
Chlorophyta_K14541,0.191113795236168,16,12,24,NO
Cryptophyta_K07774,0.191113795236168,20,16,24,NO
Euglenozoa_K05869,0.191113795236168,12,16,24,NO
Glaucophyta_K08997,0.191113795236168,8,12,24,NO
Haptophyta_K02156,0.191113795236168,4,12,24,NO
Haptophyta_K11596,0.191113795236168,4,12,24,NO
Rhodophyta_K04932,0.191113795236168,16,16,24,NO
Sarcomastigophora_K11786,0.191113795236168,24,16,24,NO
Sarcomastigophora_K04421,0.191113795236168,12,8,24,NO
Sarcomastigophora_K06633,0.191113795236168,12,8,24,NO
Bicosoecida_K14208,0.191361145846028,8,12,24,NO
Haptophyta_K16055,0.191361145846028,12,12,24,NO
Dinophyta_K13982,0.191476039337191,12,12,24,NO
Bacillariophyta_K06868,0.191476039337191,8,4,24,NO
Dinophyta_K01895,0.191507869411577,16,12,24,NO
Dinophyta_K11446,0.191507869411577,20,4,24,NO
Chlorarachniophyta_K07151,0.191507869411577,4,20,24,NO
Bacillariophyta_K15356,0.191808577409699,24,12,24,NO
Bicosoecida_K11279,0.191808577409699,4,12,24,NO
Chlorophyta_K03474,0.191808577409699,24,12,24,NO
Glaucophyta_K03063,0.191808577409699,24,12,24,NO
Bacillariophyta_K17255,0.191812138347017,24,8,24,NO
Bacillariophyta_K16608,0.191812138347017,20,8,24,NO
Bacillariophyta_K15020,0.191812138347017,8,8,24,NO
Bacillariophyta_K05460,0.191812138347017,8,8,24,NO
Chlorarachniophyta_K01368,0.191812138347017,20,16,24,NO
Cryptophyta_K06639,0.191812138347017,8,16,24,NO
Cryptophyta_K03070,0.191812138347017,4,16,24,NO
Cryptophyta_K08711,0.191812138347017,12,8,24,NO
Euglenozoa_K10112,0.191812138347017,4,16,24,NO
Euglenozoa_K17314,0.191812138347017,4,16,24,NO
Ochrophyta_K04482,0.191812138347017,8,16,24,NO
Ochrophyta_K10872,0.191812138347017,8,16,24,NO
Rhodophyta_K03025,0.191812138347017,8,16,24,NO
Bacillariophyta_K11073,0.191957698872747,12,4,24,NO
Ochrophyta_K03305,0.191963681432024,20,20,24,NO
Cercozoa_K11843,0.192024476006602,4,16,24,NO
Rhodophyta_K13208,0.192279867371209,12,8,24,NO
Chlorophyta_K00575,0.192599634940838,8,16,24,NO
Chlorophyta_K14996,0.192599634940838,4,4,24,NO
Cercozoa_K11227,0.192605383921109,4,12,24,NO
Chlorophyta_K14606,0.192605383921109,8,8,24,NO
Cryptophyta_K03456,0.192684238303163,20,20,24,NO
Dinophyta_K16283,0.192692741011145,4,20,24,NO
Chromerida_K12572,0.192692741011145,20,16,24,NO
Cercozoa_K06184,0.192692741011145,8,16,24,NO
Chlorarachniophyta_K17275,0.192692741011145,16,4,24,NO
Chlorophyta_K08749,0.192692741011145,8,8,24,NO
Cryptophyta_K06883,0.192692741011145,12,4,24,NO
Cryptophyta_K04853,0.192692741011145,20,4,24,NO
Glaucophyta_K06022,0.192692741011145,4,16,24,NO
Ochrophyta_K12812,0.192692741011145,20,20,24,NO
